Order ID,Order Date,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Profit Margin
EMEA-2023-106705,2023-12-27,Netherlands,Amsterdam,EMEA,EU-WEST,Pfizer,1074,Healthcare,SMB,Support,44.75,5,0.0,20.585,46.0
AMER-2023-121741,2023-12-27,Costa Rica,San José,AMER,LATAM,Chevron,1017,Energy,Strategic,Marketing Suite - Gold,750.68,2,0.0,37.534,5.0
AMER-2023-112487,2023-12-27,Mexico,Mexico City,AMER,LATAM,Boeing,1014,Manufacturing,Enterprise,ContactMatcher,3.132,2,70.0,-2.61,-83.33
APJ-2023-136238,2023-12-27,Japan,Chiba,APJ,JAPN,Berkshire Hathaway,1012,Finance,Strategic,Support,16.032,3,20.0,5.6112,35.0
AMER-2023-162880,2023-12-26,Canada,Victoria,AMER,NAMER,UnitedHealth Group,1092,Healthcare,Strategic,ContactMatcher,3.856,1,20.0,1.3978,36.25
APJ-2023-134194,2023-12-26,Japan,Aichi,APJ,JAPN,General Electric,1040,Finance,SMB,ContactMatcher,39.582,9,80.0,-59.373,-150.0
APJ-2023-134194,2023-12-26,Japan,Aichi,APJ,JAPN,General Electric,1040,Finance,SMB,ContactMatcher,40.98,5,80.0,-65.568,-160.0
APJ-2023-134194,2023-12-26,Japan,Aichi,APJ,JAPN,General Electric,1040,Finance,SMB,ChatBot Plugin,31.744,2,20.0,2.3808,7.5
APJ-2023-134194,2023-12-26,Japan,Aichi,APJ,JAPN,General Electric,1040,Finance,SMB,Support,44.688,7,20.0,5.0274,11.25
APJ-2023-134194,2023-12-26,Japan,Aichi,APJ,JAPN,General Electric,1040,Finance,SMB,ContactMatcher,3.168,3,80.0,-5.0688,-160.0
EMEA-2023-114055,2023-12-26,Portugal,Lisboa,EMEA,EU-WEST,Sprint Nextel,1081,Communications,Enterprise,Site Analytics,90.48,2,0.0,23.5248,26.0
AMER-2023-108756,2023-12-26,Argentina,Rosario,AMER,LATAM,Morgan Stanley,1068,Finance,SMB,Data Smasher,31.8,3,0.0,13.674,43.0
AMER-2023-147669,2023-12-26,Mexico,Puerto Vallarta,AMER,LATAM,Comcast,1022,Communications,SMB,ContactMatcher,13.023,1,70.0,-10.4184,-80.0
EMEA-2023-163510,2023-12-26,Ireland,Dublin,EMEA,UKIR,Enel,1013,Energy,SMB,Marketing Suite - Gold,95.94,3,0.0,9.594,10.0
EMEA-2023-146780,2023-12-26,United Kingdom,London,EMEA,UKIR,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack,41.96,2,0.0,10.9096,26.0
AMER-2023-121398,2023-12-26,United States,New York City,AMER,NAMER,Humana,1049,Healthcare,Strategic,Marketing Suite - Gold,270.62,2,0.0,2.7062,1.0
EMEA-2023-163510,2023-12-26,Ireland,Dublin,EMEA,UKIR,Enel,1013,Energy,SMB,FinanceHub,304.45,5,0.0,76.1125,25.0
AMER-2023-121398,2023-12-26,United States,New York City,AMER,NAMER,Humana,1049,Healthcare,Strategic,ContactMatcher,153.552,3,20.0,51.8238,33.75
AMER-2023-147669,2023-12-26,Mexico,Puerto Vallarta,AMER,LATAM,Comcast,1022,Communications,SMB,Data Smasher,158.928,7,20.0,41.7186,26.25
EMEA-2023-114055,2023-12-26,Portugal,Lisboa,EMEA,EU-WEST,Sprint Nextel,1081,Communications,Enterprise,Storage,3.62,2,0.0,1.1946,33.0
EMEA-2023-114055,2023-12-26,Portugal,Lisboa,EMEA,EU-WEST,Sprint Nextel,1081,Communications,Enterprise,Support,96.08,2,0.0,46.1184,48.0
AMER-2023-147669,2023-12-26,Mexico,Tijuana,AMER,LATAM,Comcast,1022,Communications,SMB,Storage,39.312,13,20.0,12.7764,32.5
AMER-2023-147669,2023-12-26,Mexico,Puerto Vallarta,AMER,LATAM,Comcast,1022,Communications,SMB,ContactMatcher,273.06,2,40.0,-104.673,-38.33
EMEA-2023-105620,2023-12-26,Germany,Hanover,EMEA,EU-WEST,Panasonic,1091,Tech,SMB,SaaS Connector Pack,21.0,3,20.0,5.775,27.5
EMEA-2023-114055,2023-12-26,Portugal,Lisboa,EMEA,EU-WEST,Sprint Nextel,1081,Communications,Enterprise,Support,629.1,6,0.0,301.968,48.0
EMEA-2023-161480,2023-12-26,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,Marketing Suite,191.984,2,20.0,4.7996,2.5
EMEA-2023-105620,2023-12-26,Germany,Hanover,EMEA,EU-WEST,Panasonic,1091,Tech,SMB,Big Ol Database,120.0,2,50.0,-7.2,-6.0
EMEA-2023-169978,2023-12-25,United Kingdom,Manchester,EMEA,UKIR,Philip Morris International,1075,Consumer Products,SMB,FinanceHub,271.764,2,10.0,48.3136,17.78
APJ-2023-163671,2023-12-25,Taiwan,Taipei,APJ,APAC,McKesson,1063,Consumer Products,Strategic,ContactMatcher,21.312,3,20.0,7.992,37.5
EMEA-2023-117933,2023-12-25,United Kingdom,London,EMEA,UKIR,J.P. Morgan Chase & Co.,1054,Finance,SMB,OneView,35.91,3,0.0,9.6957,27.0
AMER-2023-128734,2023-12-25,Chile,Santiago,AMER,LATAM,Oracle,1072,Tech,Enterprise,FinanceHub,842.376,3,20.0,105.297,12.5
EMEA-2023-154935,2023-12-25,United Kingdom,London,EMEA,UKIR,Alphabet,1053,Tech,SMB,ContactMatcher,17.88,3,20.0,5.5875,31.25
AMER-2023-145219,2023-12-25,United States,New York City,AMER,NAMER,Merck,1064,Healthcare,Enterprise,ContactMatcher,90.48,3,20.0,33.93,37.5
AMER-2023-145219,2023-12-25,United States,New York City,AMER,NAMER,Merck,1064,Healthcare,Enterprise,Alchemy,2879.952,6,20.0,1007.9832,35.0
EMEA-2023-169411,2023-12-25,United Kingdom,Liverpool,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,SaaS Connector Pack,37.93,1,0.0,6.8274,18.0
APJ-2023-121195,2023-12-25,Japan,Aichi,APJ,JAPN,AmerisourceBergen,1007,Healthcare,SMB,Marketing Suite - Gold,264.32,2,20.0,19.824,7.5
EMEA-2023-124296,2023-12-25,Czech Republic,Prague,EMEA,EU-EAST,BNP Paribas,1065,Finance,SMB,FinanceHub,232.88,4,0.0,60.5488,26.0
EMEA-2023-124296,2023-12-25,Czech Republic,Prague,EMEA,EU-EAST,BNP Paribas,1065,Finance,SMB,Big Ol Database,479.97,3,0.0,239.985,50.0
APJ-2023-148355,2023-12-25,South Korea,Daegu,APJ,APAC,Ford Motor,1009,Manufacturing,Strategic,Support,19.44,3,0.0,9.3312,48.0
APJ-2023-148355,2023-12-25,South Korea,Daegu,APJ,APAC,Ford Motor,1009,Manufacturing,Strategic,ContactMatcher,12.3,5,0.0,6.15,50.0
AMER-2023-128734,2023-12-25,Chile,Santiago,AMER,LATAM,Oracle,1072,Tech,Enterprise,SaaS Connector Pack,8.544,4,20.0,1.9224,22.5
AMER-2023-147956,2023-12-25,Canada,Toronto,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,Marketing Suite - Gold,1003.62,6,0.0,0.0,0.0
EMEA-2023-169978,2023-12-25,United Kingdom,Manchester,EMEA,UKIR,Philip Morris International,1075,Consumer Products,SMB,ContactMatcher,14.376,3,20.0,4.8519,33.75
EMEA-2023-162670,2023-12-24,United Arab Emirates,Abu Dhabi,EMEA,MEA,Fannie Mae,1035,Finance,Strategic,Marketing Suite - Gold,367.96,4,0.0,14.7184,4.0
EMEA-2023-110625,2023-12-24,Saudi Arabia,Riyadh,EMEA,MEA,Toyota Motor,1087,Manufacturing,Enterprise,SaaS Connector Pack,27.46,2,0.0,9.8856,36.0
EMEA-2023-162670,2023-12-24,United Arab Emirates,Abu Dhabi,EMEA,MEA,Fannie Mae,1035,Finance,Strategic,Support,44.96,2,0.0,20.6816,46.0
EMEA-2023-140627,2023-12-24,South Africa,Cape Town,EMEA,MEA,Lowes,1060,Retail,SMB,Marketing Suite - Gold,218.352,3,20.0,-54.588,-25.0
AMER-2023-123463,2023-12-24,United States,Los Angeles,AMER,NAMER,Trafigura Group,1100,Finance,SMB,ChatBot Plugin,13.48,4,0.0,5.9312,44.0
EMEA-2023-140627,2023-12-24,South Africa,Cape Town,EMEA,MEA,Lowes,1060,Retail,SMB,ChatBot Plugin,12.264,7,20.0,1.0731,8.75
EMEA-2023-162670,2023-12-24,United Arab Emirates,Abu Dhabi,EMEA,MEA,Fannie Mae,1035,Finance,Strategic,Site Analytics,494.97,3,0.0,148.491,30.0
APJ-2023-117443,2023-12-24,Australia,Melbourne,APJ,ANZ,Royal Dutch Shell,1031,Energy,Strategic,ContactMatcher,13.84,4,80.0,-22.144,-160.0
EMEA-2023-162670,2023-12-24,United Arab Emirates,Dubai,EMEA,MEA,Fannie Mae,1035,Finance,Strategic,SaaS Connector Pack - Gold,182.94,3,0.0,85.9818,47.0
APJ-2023-117443,2023-12-24,Australia,Melbourne,APJ,ANZ,Royal Dutch Shell,1031,Energy,Strategic,Support,175.872,4,20.0,63.7536,36.25
EMEA-2023-140627,2023-12-24,South Africa,Cape Town,EMEA,MEA,Lowes,1060,Retail,SMB,SaaS Connector Pack,72.704,4,20.0,19.0848,26.25
EMEA-2023-127929,2023-12-24,Saudi Arabia,Dhahran,EMEA,MEA,American Express,1005,Finance,Strategic,SaaS Connector Pack,181.95,3,0.0,38.2095,21.0
APJ-2023-121216,2023-12-24,Japan,Sapporo,APJ,JAPN,Anthem,1029,Healthcare,SMB,Support,28.672,8,20.0,10.3936,36.25
APJ-2023-121216,2023-12-24,Japan,Sapporo,APJ,JAPN,Anthem,1029,Healthcare,SMB,OneView,29.312,8,80.0,-74.7456,-255.0
EMEA-2023-162670,2023-12-24,United Arab Emirates,Abu Dhabi,EMEA,MEA,Fannie Mae,1035,Finance,Strategic,Marketing Suite - Gold,62.04,4,0.0,17.3712,28.0
EMEA-2023-150910,2023-12-23,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,Data Smasher,46.864,2,20.0,7.6154,16.25
EMEA-2023-150910,2023-12-23,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,Marketing Suite - Gold,26.16,3,20.0,1.962,7.5
EMEA-2023-150910,2023-12-23,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,ContactMatcher,934.956,6,40.0,-249.3216,-26.67
EMEA-2023-155376,2023-12-23,Poland,Warsaw,EMEA,EU-WEST,Comcast,1022,Communications,SMB,OneView,839.43,3,0.0,218.2518,26.0
EMEA-2023-150910,2023-12-23,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,OneView,59.24,5,20.0,16.291,27.5
EMEA-2023-150910,2023-12-23,South Africa,Johannesburg,EMEA,MEA,Comcast,1022,Communications,SMB,ChatBot Plugin,23.128,7,20.0,2.891,12.5
EMEA-2023-145310,2023-12-23,Germany,Munich,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,SaaS Connector Pack - Gold,7.824,1,20.0,2.934,37.5
AMER-2023-142909,2023-12-23,Chile,Antofagasta,AMER,LATAM,Costco Wholesale,1025,Retail,SMB,ContactMatcher,182.55,2,50.0,-135.087,-74.0
AMER-2023-119193,2023-12-23,Mexico,Cancun,AMER,LATAM,J.P. Morgan Chase & Co.,1054,Finance,SMB,ContactMatcher,1.641,1,70.0,-1.3128,-80.0
APJ-2023-115931,2023-12-23,New Zealand,Wellington,APJ,ANZ,Carrefour,1048,Retail,Strategic,ChatBot Plugin,4.17,3,0.0,1.0842,26.0
EMEA-2023-146164,2023-12-23,Luxembourg,Luxembourg,EMEA,EU-WEST,Allianz,1080,Finance,SMB,ContactMatcher,607.52,2,0.0,97.2032,16.0
EMEA-2023-146164,2023-12-23,Luxembourg,Luxembourg,EMEA,EU-WEST,Allianz,1080,Finance,SMB,Marketing Suite - Gold,31.16,2,0.0,7.79,25.0
AMER-2023-120376,2023-12-23,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,ContactMatcher,411.8,2,0.0,70.006,17.0
AMER-2023-120376,2023-12-23,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,Data Smasher,84.99,1,0.0,30.5964,36.0
APJ-2023-115931,2023-12-23,New Zealand,Wellington,APJ,ANZ,Carrefour,1048,Retail,Strategic,Marketing Suite - Gold,37.32,3,0.0,10.4496,28.0
EMEA-2023-100412,2023-12-23,Portugal,Porto,EMEA,EU-WEST,FedEx,1036,Transportation,Enterprise,FinanceHub,141.96,2,0.0,35.49,25.0
AMER-2023-120376,2023-12-23,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,FinanceHub,1586.69,7,0.0,412.5394,26.0
AMER-2023-120376,2023-12-23,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,Data Smasher,199.95,5,0.0,63.984,32.0
APJ-2023-104927,2023-12-23,Japan,Tokyo,APJ,JAPN,Costco Wholesale,1025,Retail,SMB,Support,75.88,5,20.0,26.558,35.0
AMER-2023-149699,2023-12-23,United States,New York City,AMER,NAMER,Chevron,1017,Energy,SMB,Data Smasher,474.95,5,0.0,142.485,30.0
AMER-2023-119193,2023-12-23,Mexico,Cancun,AMER,LATAM,J.P. Morgan Chase & Co.,1054,Finance,SMB,Site Analytics,629.958,7,40.0,94.4937,15.0
APJ-2023-104927,2023-12-23,Japan,Tokyo,APJ,JAPN,Costco Wholesale,1025,Retail,SMB,ContactMatcher,6.33,5,80.0,-9.8115,-155.0
EMEA-2023-119578,2023-12-23,Norway,Oslo,EMEA,NOR,UnitedHealth Group,1092,Healthcare,Strategic,Marketing Suite,220.98,1,0.0,50.8254,23.0
APJ-2023-115931,2023-12-23,New Zealand,Wellington,APJ,ANZ,Carrefour,1048,Retail,Strategic,FinanceHub,18.45,5,0.0,8.6715,47.0
EMEA-2023-119578,2023-12-23,Norway,Oslo,EMEA,NOR,UnitedHealth Group,1092,Healthcare,Strategic,Support,695.16,6,0.0,34.758,5.0
APJ-2023-104927,2023-12-23,Japan,Tokyo,APJ,JAPN,Costco Wholesale,1025,Retail,SMB,Support,25.92,5,20.0,9.072,35.0
APJ-2023-115931,2023-12-23,New Zealand,Wellington,APJ,ANZ,Carrefour,1048,Retail,Strategic,Site Analytics,67.04,4,20.0,6.704,10.0
AMER-2023-138380,2023-12-22,United States,San Diego,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,Marketing Suite - Gold,1000.02,7,0.0,290.0058,29.0
AMER-2023-137456,2023-12-22,Costa Rica,San José,AMER,LATAM,Philip Morris International,1075,Consumer Products,Enterprise,SaaS Connector Pack,15.92,2,0.0,7.0048,44.0
AMER-2023-165841,2023-12-22,Argentina,Mendoza,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Support,69.5,5,0.0,20.155,29.0
AMER-2023-165841,2023-12-22,Argentina,Mendoza,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Support,166.44,3,0.0,79.8912,48.0
AMER-2023-165841,2023-12-22,Argentina,Mendoza,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Site Analytics,281.97,3,0.0,78.9516,28.0
AMER-2023-144827,2023-12-22,United States,Milwaukee,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,Marketing Suite - Gold,124.36,2,0.0,33.5772,27.0
AMER-2023-163405,2023-12-22,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,SMB,ChatBot Plugin,6.63,3,0.0,1.7901,27.0
AMER-2023-163405,2023-12-22,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,SMB,ChatBot Plugin,5.88,2,0.0,1.7052,29.0
APJ-2023-106782,2023-12-22,India,Mumbai,APJ,IND,Coca-Cola,1021,Consumer Products,SMB,Marketing Suite - Gold,375.34,1,0.0,18.767,5.0
AMER-2023-107461,2023-12-22,Colombia,Bogotá,AMER,LATAM,Toyota Motor,1087,Manufacturing,SMB,ContactMatcher,23.88,6,0.0,11.2236,47.0
EMEA-2023-109589,2023-12-22,Ireland,Dublin,EMEA,UKIR,AT&T,1010,Communications,SMB,Data Smasher,71.0,4,0.0,27.69,39.0
EMEA-2023-105480,2023-12-21,United Kingdom,Liverpool,EMEA,UKIR,AT&T,1010,Communications,Strategic,ContactMatcher,6.984,1,20.0,2.3571,33.75
EMEA-2023-105480,2023-12-21,United Kingdom,Liverpool,EMEA,UKIR,AT&T,1010,Communications,Strategic,Support,6.48,1,0.0,3.1104,48.0
EMEA-2023-102197,2023-12-21,United Kingdom,London,EMEA,UKIR,Merck,1064,Healthcare,Strategic,Support,279.9,5,0.0,137.151,49.0
EMEA-2023-102197,2023-12-21,United Kingdom,London,EMEA,UKIR,Merck,1064,Healthcare,Strategic,ContactMatcher,50.352,3,20.0,17.6232,35.0
EMEA-2023-102197,2023-12-21,United Kingdom,London,EMEA,UKIR,Merck,1064,Healthcare,Strategic,Support,34.02,3,0.0,16.6698,49.0
EMEA-2023-116946,2023-12-20,Russia,Yekaterinburg,EMEA,EU-EAST,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite - Gold,78.256,2,20.0,-17.6076,-22.5
EMEA-2023-158729,2023-12-20,Czech Republic,Prague,EMEA,EU-EAST,Allstate,1003,Finance,SMB,Support,1665.62,2,0.0,33.3124,2.0
AMER-2023-128160,2023-12-20,United States,Los Angeles,AMER,NAMER,Anthem,1029,Healthcare,SMB,ContactMatcher,36.672,2,20.0,11.46,31.25
EMEA-2023-116946,2023-12-20,Russia,Yekaterinburg,EMEA,EU-EAST,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite,102.018,7,70.0,-183.6324,-180.0
EMEA-2023-116946,2023-12-20,Russia,Yekaterinburg,EMEA,EU-EAST,Johnson & Johnson,1055,Healthcare,SMB,SaaS Connector Pack,13.36,5,20.0,4.008,30.0
EMEA-2023-164000,2023-12-19,France,Paris,EMEA,EU-WEST,Abbott Laboratories,1001,Healthcare,Strategic,ChatBot Plugin,18.704,7,20.0,2.338,12.5
AMER-2023-102099,2023-12-19,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,SMB,Support,32.4,5,0.0,15.552,48.0
AMER-2023-102099,2023-12-19,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,SMB,Support,12.96,2,0.0,6.2208,48.0
AMER-2023-102099,2023-12-19,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,SMB,ChatBot Plugin,6.63,3,0.0,1.7901,27.0
AMER-2023-140585,2023-12-19,United States,Louisville,AMER,NAMER,Sony,1028,Tech,SMB,ContactMatcher,46.672,2,20.0,16.3352,35.0
AMER-2023-140585,2023-12-19,United States,Louisville,AMER,NAMER,Sony,1028,Tech,SMB,Marketing Suite,119.833,1,15.0,-12.6882,-10.59
EMEA-2023-115602,2023-12-19,United Kingdom,London,EMEA,UKIR,Bank of America Corp.,1011,Finance,SMB,ChatBot Plugin,38.82,6,0.0,17.469,45.0
AMER-2023-156664,2023-12-19,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,OneView,130.112,2,20.0,13.0112,10.0
EMEA-2023-115602,2023-12-19,United Kingdom,London,EMEA,UKIR,Bank of America Corp.,1011,Finance,SMB,FinanceHub,1141.938,9,10.0,139.5702,12.22
AMER-2023-156664,2023-12-19,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,Support,91.36,5,20.0,29.692,32.5
EMEA-2023-143252,2023-12-19,Italy,Milan,EMEA,EU,United Parcel Service,1090,Transportation,Strategic,SaaS Connector Pack,99.95,5,0.0,22.9885,23.0
EMEA-2023-143252,2023-12-19,Italy,Milan,EMEA,EU,United Parcel Service,1090,Transportation,Strategic,Data Smasher,29.34,3,0.0,10.8558,37.0
AMER-2023-156664,2023-12-19,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,Storage,4.824,3,20.0,1.7487,36.25
AMER-2023-140585,2023-12-19,United States,Louisville,AMER,NAMER,Sony,1028,Tech,SMB,Data Smasher,119.98,2,0.0,57.5904,48.0
EMEA-2023-105886,2023-12-19,United Kingdom,Leeds,EMEA,UKIR,Johnson & Johnson,1055,Healthcare,SMB,SaaS Connector Pack,18.96,2,0.0,8.532,45.0
EMEA-2023-108287,2023-12-19,Sweden,Stockholm,EMEA,NOR,Costco Wholesale,1025,Retail,SMB,ChatBot Plugin,12.672,9,20.0,1.4256,11.25
AMER-2023-156664,2023-12-19,Mexico,Mexico City,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,7.236,3,70.0,-6.03,-83.33
AMER-2023-158736,2023-12-19,United States,Los Angeles,AMER,NAMER,Phillips 66,1056,Energy,Enterprise,ChatBot Plugin,5.76,2,0.0,1.6704,29.0
EMEA-2023-115602,2023-12-19,United Kingdom,London,EMEA,UKIR,Bank of America Corp.,1011,Finance,SMB,ChatBot Plugin,3.2,2,0.0,1.376,43.0
EMEA-2023-115602,2023-12-19,United Kingdom,London,EMEA,UKIR,Bank of America Corp.,1011,Finance,SMB,OneView,1704.56,13,0.0,511.368,30.0
